github.com/go-sql-driver/mysql	v1.10.0	dc93f5770556406e82bf750a980d2316f882a19d883a3689eadb820708c2b651
github.com/shoenig/go-m1cpu	v0.1.6	0ceab2ec73ef7d1291bd7663dd39203ee7037ee9dccb6fc3381ad819bd8550d1
